No.,Texto
158,"Esto tiene un nombre: ¡CAPITULACIÓN! La oposición salvadoreña, sus gremiales, sus medios, sus ONGs, sus expertos; todos salieron ayer, al UNÍSONO, aceptando el éxito total de nuestra guerra contra pandillas. Es claro que es una estrategia, pero no deja de ser una capitulación.

Ya no podían sostener la mentira de que El Salvador continuaba siendo un país peligroso, ni continuar negando el éxito total del Régimen de Excepción. Han decidido replantearse su rol, atacarán desde otros ángulos, tratarán de levantar otros temas.

¿Qué dirán los medios internacionales, organismos, gobiernos y ONGs que los tomaban como fuente fidedigna de lo que estaba pasando en El Salvador, ahora que ellos mismos han aceptado que el Gobierno decía la verdad y que ellos mentían? ¿Será que les creerán su próxima mentira?"
159,"¿En serio esto lo escribió @VozdeAmerica?

¿Y esto es de El Faro? Claramente, los resultados INNEGABLES en seguridad los hicieron cambiar de estrategia 😂"
160,"Febrero cierra su primer día con 0 homicidios en El Salvador, el país más seguro de América."
161,"El Salvador ha logrado pasar de ser el país más inseguro del mundo, al país más seguro de América. ¿Cómo lo logramos? Metiendo a los criminales en la cárcel. ¿Hay espacio? Ahora sí. ¿Podrán dar órdenes desde adentro? No. ¿Podrán escapar? No. Una obra de sentido común."
162,"Ayer inauguramos el Centro de Confinamiento del Terrorismo… Una gigantesca obra realizada en tan solo 7 meses, y que además es una pieza fundamental para ganar por completo la guerra contra pandillas. https://nitter.net/i/broadcasts/1dRJZMRRyzDGB"
163,"El Salvador cierra el mes de enero de 2023 con una tasa anualizada por debajo de 2 homicidios por cada 100,000 habitantes. La tasa de homicidios más baja de todo el continente americano."
164,Centro de Confinamiento del Terrorismo https://nitter.net/i/broadcasts/1dRJZMRRyzDGB
165,"De continuar con esta tendencia, El Salvador cerraría el 2023 con una tasa de 1.80 homicidios por cada 100,000 habitantes. La tasa más baja de América, por debajo de la de Canadá."
166,"Et tu, @FRANCE24? https://www.france24.com/en/live-news/20230126-joy-as-salvador-families-recover-homes-from-gang-control"
167,"Cerramos el día #25 del 2023, y El Salvador continúa con la tasa de homicidios más baja de Latinoamérica. Seguimos… #GuerraContraPandillas"
168,"El Estado debe ser fuerte en el combate al crimen, pero también debe brindar las oportunidades para que los buenos ciudadanos puedan desarrollar todo su potencial."
169,"Cuando un gobierno no combate efectivamente la criminalidad, no es porque no tenga la capacidad de hacerlo, sino porque los cómplices de los criminales son los que están en el gobierno."
170,El Salvador no será refugio de criminales.
171,"En el 2023, El Salvador continúa con la tasa de homicidios más baja de Latinoamérica. Primero Dios, lograremos también tener la tasa más baja de América. Seguimos… #GuerraContraPandillas"
172,"Traer seguridad a las comunidades que estuvieron asediadas durante décadas, trae como consecuencia la posibilidad de invertir en ellas, que el Estado regrese a hacer su papel y que estas recuperen las dinámicas necesarias para florecer. Esta es la Tutunichapa, floreciendo."
173,"En lo que va del 2023, El Salvador ya tiene la tasa de homicidios más baja de Latinoamérica… Ahora vamos camino a tener la tasa más baja de todo el continente, superando a Canadá. Seguimos… #GuerraContraPandillas"
174,"¿Vieron el artículo de La Prensa Gráfica, donde supuestamente se había capturado arbitrariamente a un “pintor y profesor”? https://www.laprensagrafica.com/elsalvador/Denuncian-captura-arbitraria-de-pintor-y-profesor-en-Soyapango-20230102-0060.html El Diario de Hoy también publicó la “injusticia” del Régimen de Excepción y el cerco en Soyapango: https://www.elsalvador.com/videos/noticias-videos/maestro-pintor-capturado-soyapango/1027304/2022/ Sigue…

La realidad es que el “pintor y profesor” es un reconocido pandillero de la MS13, conocido por el alias de “Gases”, con antecedentes por robo y homicidio, y con tatuaje modificado de la MS13. Aquí les dejo el hilo de la Policía👇🏼

Dicen que hacen “periodismo”, pero no son más que defensores de criminales. Desearían volver a ver a nuestro país en medio del baño de sangre al que sus patrones y patrocinadores internacionales nos sometieron durante 5 décadas (2 de guerra y 3 de falsa paz)."
175,Gracias Dios.
176,"A punto de cerrar el mes más seguro de nuestra historia, en el año más seguro de nuestra historia. Seguimos… #GuerraContraPandillas"
177,"Muchos no entienden lo que este logro significa para el futuro de nuestro país. Nosotros sí, y por eso trabajamos día y noche para sostenerlo. Seguimos… #GuerraContraPandillas"
178,"0 homicidios. Por primera vez, los salvadoreños están disfrutando de unas fiestas de Navidad y fin de año en total seguridad, libertad y paz. Seguimos… #GuerraContraPandillas"
179,"Luego de cercar la Tutunichapa, famoso centro de distribución de droga, sabíamos que muchos narcotraficantes irían a abastecerse a la comunidad La Granjita, otro famoso centro de distribución. Lo que no esperaban es que cercaríamos La Granjita, una vez estuvieran adentro 😉

Y así, 1000 soldados más y 100 agentes de la Policía (ninguno de ellos sacado de los cercos de Soyapango, ni de la Tutunichapa) han cercado totalmente La Granjita y extraerán a todos los delincuentes de ahí.

Cabe mencionar que no ha habido ni un tan solo muerto en enfrentamientos, dentro de ninguno de los cercos. Ninguna operación militar en el mundo ha sido tan limpia… Y con increíbles resultados. Seguimos… #GuerraContraPandillas #PlanControlTerritorial"
180,"Desde esta mañana, la comunidad Tutunichapa, en San Salvador, está totalmente cercada. Sin remover un solo elemento del cerco de Soyapango, más de 1,000 soldados y 130 agentes de la Policía, extraerán a los criminales que aún quedan en esta comunidad, famosa por el narcotráfico.

Todos los terroristas, narcotraficantes y pandilleros serán removidos de esta comunidad, hasta hace unos meses bastión del crimen. Los ciudadanos honrados no tienen nada que temer y pueden continuar haciendo su vida normalmente. La #Fase5 del #PlanControlTerritorial continúa."
181,"Y esto es con cifras de todo el año, incluyendo enero a marzo (antes del Régimen de Excepción) y el fin de semana que desencadenó la #GuerraContraPandillas El periodista también incluye, como asesinatos, los pandilleros muertos en enfrentamientos con las fuerzas de seguridad."
182,"Además se fomenta el turismo interno, más ahora que, gracias a Dios, todos podemos disfrutar de nuestro país en total seguridad y paz 🇸🇻"
183,0 homicidios. Todos a disfrutar las fiestas de Navidad y Año Nuevo en total seguridad 🎅🏼 Nosotros seguimos… #GuerraContraPandillas
184,0 homicidios. El Salvador: el país más seguro de Latinoamérica.
185,"0 homicidios. El Salvador es ya irrefutablemente el país más seguro de America Latina. Es increíble pensar que hasta hace unos años, éramos el país más peligroso del mundo. Un buen Gobierno da resultados. Un mal Gobierno da excusas. ¡Dios con nosotros! #GuerraContraPandillas"
186,"0 homicidios. Nuestros opositores y sus patrocinadores nacionales e internacionales intentan convencer al pueblo salvadoreño de que debemos regresar al tiempo cuando éramos literalmente el país más peligroso del mundo… Pero, ¿quién querría eso? #GuerraContraPandillas"
187,"0 homicidios. Este es el verdadero temor de las ONGs, los grandes medios y muchos en la comunidad internacional… Que otros países quieren replicar nuestro ejemplo. Literalmente, tienen intereses invertidos en que volvamos al pasado. No lo haremos. ¡Dios con nosotros!"
188,"Not even the opposition can deny the results of our war against gangs. Their own polls accept that our Armed Forces, Police and Ministry of Security all have approval ratings of more than 85%; growing 9%, 11% and 16% respectively, compared to 2021.

But the NGOs and the mainstream media insist that Salvadorans are ""afraid"" of the Police and the Armed Forces and that they want the Exception Regime to end. Then, why do they approve these institutions so much? Other governments would do anything to have that kind of support."
189,"Ya ni la oposición puede negar los resultados de nuestra guerra contra las pandillas. Sus propias encuestas aceptan que nuestra Fuerza Armada, Policía y Ministerio de Seguridad tienen todos más del 85% de aceptación, creciendo 9%, 11% y 16% respectivamente, comparado a 2021.

Pero las ONGs y los grandes medios internacionales insisten en que los salvadoreños están “atemorizados” de la Policía y la Fuerza Armada y que piden se quite el Régimen de Excepción. ¿Por qué entonces apoyan tanto a estas instituciones? Ya quisieran otros gobiernos ese apoyo."
190,"0 homicidios. Los grandes medios internacionales siguen con sus ataques a nuestra #GuerraContraPandillas, pero hay 2 cosas que ya no pueden ocultar: 1. Que está funcionando. 2. Que los salvadoreños están felices con su implementación. Nosotros seguimos…"
191,"Et tu, @dw_espanol?"
192,“Aquí el país se respeta”.
193,"0 homicidios. Está claro que los que se oponen a esto, están en contra de los derechos humanos, de los salvadoreños, de la paz, de la libertad y de la justicia. Pero aunque se opongan, nos ataquen y nos sancionen, nosotros seguimos… #GuerraContraPandillas"
194,"¿Han notado como los grandes medios y las ONGs han arreciado sus ataques en los últimos días? Aquí está la razón. No es que les interese El Salvador (nunca les interesó), su temor es que tengamos éxito, porque otros gobiernos querrán imitarlo. Temen al poder del ejemplo.

Es un esquema perverso. Estos organismos tienen intereses invertidos en que siga el baño de sangre en Latinoamérica. Atacan a quienes luchan contra el crimen y el terrorismo, mientras promueven formas para que los criminales y terroristas accedan o vuelvan al poder político."
195,Pase adelante…
196,No.
197,Diciembre cierra su sexto día. Todos ellos sin homicidios. Gracias a Dios. #GuerraContraPandillas
198,Diciembre cierra su quinto día. Todos ellos sin homicidios. Gracias a Dios. #GuerraContraPandillas
199,"Por cierto, nunca en la historia de nuestro país, se había logrado concentrar una cantidad así de tropas. La movilización de una división completa del ejército sólo estaba en manuales, pero jamás se había hecho en El Salvador. Este también es un logro logístico sin precedentes."
200,Diciembre cierra su cuarto día. Todos sin homicidios. Gracias a Dios. #GuerraContraPandillas
201,"El municipio de Soyapango, el más poblado de nuestro país, está totalmente cercado desde ayer en la madrugada. En menos de 48 horas, más de 140 pandilleros han sido arrestados dentro del cerco. El Control Territorial ya es totalmente del Estado."
202,"Diciembre cierra su tercer día, todos sin homicidios. Gracias a Dios. #GuerraContraPandillas"
203,"Los ciudadanos comunes no tienen nada que temer y pueden continuar haciendo su vida normalmente. Esta es una operación contra los criminales, no contra los ciudadanos honrados. La #Fase5 del #PlanControlTerritorial ha iniciado."
204,"A partir de estos momentos, el municipio de Soyapango está totalmente cercado. 8,500 soldados y 1,500 agentes han rodeado la ciudad, mientras los equipos de extracción de la policía y el ejército se encargan de sacar uno a uno a todos los pandilleros que aún se encuentran ahí."
205,"Noviembre 2022 cierra como el mes más seguro en toda la historia del El Salvador. Si anualizamos la tasa de homicidios de noviembre, El Salvador (hace poco el país más peligroso del mundo) tendría 2.5 homicidios anuales por cada 100,000 habitantes. El país más seguro de LATAM."
206,0 homicidios. ¿Por qué aún hay quienes insisten en que regresemos al pasado?
207,"En estas 24 horas, El Salvador tuvo conciertos, torneo de surf, inauguraciones, carnaval y actividades por todos lados. Exponiendo las 2 principales mentiras de los medios y ONGs: 1.Que la economía anda mal 2.Que la gente tiene miedo del Régimen de Excepción Todo lo contrario."
208,Ante la hipocresía de algunos en la “comunidad internacional”… Replying to the hypocrisy of some in the “international community”…
209,"0 homicidios. De nada sirven los discursos, si estos no van acompañados de acciones. Seguimos… #GuerraContraPandillas"
